Open,High,Low,Close,Volume
11.215973629234597,11.256030830715948,11.135859226271894,11.207962036132812,2496013
11.119835511223412,11.236000541582818,10.97963570435311,11.17190933227539,2700340
11.183928482889318,11.288076905432419,11.155888669902252,11.272053718566895,3993940
11.143872865920542,11.428278361043748,11.103815657082775,11.384215354919434,4633114
11.468332600959934,11.60052082989075,11.380207369681914,11.496373176574707,2289556
11.59251121147901,11.68864804582929,11.50438520697052,11.6005220413208,2884240
11.592510292100608,11.628561697626255,11.08378558215211,11.296088218688965,5160997
11.256029514616493,11.35617212459702,11.215972317818787,11.300091743469238,2468904
11.356172944054167,11.608532003243132,11.071767513892597,11.400235176086426,5990022
11.424269885629888,11.792794745296257,11.392224278877489,11.560463905334473,3583970
11.60052054820026,11.784783363342285,11.444298307992112,11.784783363342285,2318878
11.752738081607426,11.892937904050628,11.54444124620767,11.860892295837402,2073048
11.824840926188488,11.97705737464618,11.776772131712203,11.868903160095215,2604593
11.928989052422194,11.936999881282661,11.536429405212402,11.536429405212402,2262964
11.472337824003763,11.496372601900703,11.219978768306099,11.364184379577637,2789368
11.248018156975213,11.32012095990895,11.17190955787544,11.17992115020752,1961429
11.111824712017034,11.344155553342961,11.043727701764906,11.223984718322754,1860926
11.063757082233996,11.21597352967894,10.95560286840262,11.051739692687988,2691939
11.159893451655124,11.356172888741078,11.03571605682373,11.03571605682373,3249197
11.0717661128225,11.44029092806979,11.06375528512061,11.376199722290039,2306668
11.304097755457258,11.576485782051227,11.256029729603908,11.436285972595215,2068752
11.41225273547807,11.756743588298187,11.272052916491218,11.704668998718262,1948105
11.688646438120642,11.848874473332629,11.508389420989946,11.716686248779297,2468129
11.680634294924777,11.800805124664054,11.412252062081391,11.416257858276367,2732458
11.344156250038106,11.584498698866557,11.21597381440362,11.296088218688965,4673569
11.36418453519802,11.37620116028352,11.143870318957593,11.223984718322754,3001302
11.175915592125689,11.223984383114702,11.003670173454031,11.0597505569458,3168176
11.09580269032912,11.21597352967894,10.995660069528414,11.051739692687988,2177198
11.051739851736162,11.11583106884876,10.879494419235716,10.999665260314941,2007180
11.12784794933303,11.248018784912976,10.9435851355459,11.015687942504883,2290937
11.07577362544445,11.147876434129545,10.827420355559738,10.855460166931152,1692329
10.951597071887285,11.071767911237105,10.883500059181703,11.051739692687988,1869954
11.456317171809202,11.760750862598911,11.456317171809202,11.6005220413208,4296443
11.648588413039798,11.772765036028067,11.572479815195866,11.744725227355957,2158668
11.592510056372893,11.920977732013936,11.592510056372893,11.908960342407227,2347070
11.856885203623767,11.977056030284581,11.8328511910971,11.912964820861816,2762829
12.013108236210272,12.233422451890595,11.961034411574579,12.053165435791016,3089515
12.137283956717216,12.24143236220267,11.640576705651767,11.804810523986816,4127928
11.796803214140587,11.852882847654916,11.62856354956989,11.640580177307129,2412131
11.78478411850328,12.141291618347168,11.740721119096925,12.141291618347168,2724588
12.21739923420541,12.325553443579736,12.085211010757074,12.309530258178711,1744188
12.32154716448042,12.373620986938477,12.193364742404434,12.373620986938477,1447372
12.317541128860958,12.445723548445356,12.265467307415102,12.40566635131836,1620058
12.457743960597465,12.686069046405816,12.45373816350971,12.533852577209473,2614279
12.593936767538212,12.786210424684725,12.577913580762203,12.782204627990723,2202256
12.778197999696742,12.894363040152438,12.481775939879995,12.722118377685547,3641597
11.977056297359907,12.44972955041351,11.957028080478992,12.365610122680664,8225292
12.289503258849665,12.353594478752777,12.105240428607512,12.237428665161133,3765845
12.137284759644071,12.249444764669937,11.788788883645628,11.896943092346191,5307266
11.965040258570648,11.965040258570648,11.692652217101902,11.756743431091309,2938718
11.808818721393546,11.856887519864593,11.724699279103755,11.740721702575684,1629309
11.764754901838938,11.824840318827441,11.708674517159144,11.728703498840332,2197552
11.756745065664193,11.756745065664193,11.53242578551354,11.6005220413208,3653641
11.60051912850027,11.788787717020647,11.556456901337429,11.760747909545898,6033569
11.84486710416844,11.965038687641508,11.776770102741931,11.880918502807617,4974669
11.888931261872495,12.033136870588594,11.800805272533761,12.01711368560791,2817656
12.009102155238946,12.041147761338566,11.656600488143111,11.768759727478027,4016853
11.872908064631519,12.20538151236225,11.848874051212825,12.145296096801758,5387828
12.209387865110905,12.281490672680967,12.137285057540844,12.229416847229004,3346628
12.209389779324624,12.301520819429737,12.193367355145663,12.277486801147461,1511485
12.33356501775011,12.33356501775011,12.225410808538276,12.261462211608887,1176440
12.265468450219013,12.269473482680132,11.900948610024871,11.920977592468262,2453158
12.025127790684612,12.109247237326972,11.876916354755352,11.93299674987793,1510262
12.037142935271463,12.213394165039062,12.005097326588952,12.213394165039062,1678336
11.928987833142475,12.277483683847889,11.928987833142475,12.133278846740723,1803174
12.177343420746434,12.177343420746434,11.92097853737102,12.009103775024414,2323951
12.077200399853341,12.097229383232847,11.624556071862811,11.648590087890625,4213155
11.772766435179388,11.989074866118846,11.760749809478913,11.937000274658203,2442427
11.969045063890242,12.009102262880694,11.836856842041016,11.836856842041016,1270263
11.768759108012208,11.832851080865392,11.592508665755249,11.628560066223145,2732230
11.652595858519481,11.844869514367389,11.616544452544549,11.776772499084473,2896487
11.860892540331317,11.953023570340035,11.772766542907688,11.82884693145752,1962999
11.77677180642736,12.00509685482114,11.684640780589088,11.704668998718262,2385064
11.66060666227041,11.720692080150826,11.512395251739681,11.548446655273438,2147005
11.536428514836928,11.72469711303711,11.51239450205536,11.72469711303711,1438662
11.852879917846042,11.856885714110867,11.644583096240291,11.680634498596191,2124287
11.552453426679755,11.6806358660504,11.460322393885553,11.508390426635742,2988639
11.500376884544252,11.712679491296583,11.496371852516686,11.628560066223145,1825225
11.724697128097493,11.880919357419595,11.656600121772668,11.684639930725098,1380980
11.620548298136836,11.664611290047542,11.244011878967285,11.244011878967285,2478897
11.215972690707332,11.280063902103459,10.971624469742407,11.167903900146484,3653830
11.18793457640727,11.40824805345965,11.059752134192967,11.388219833374023,3600854
11.344155816492314,11.416258624788014,11.223984978684515,11.240007400512695,2194558
11.147875173824728,11.163898357955523,10.927561740218605,11.09580135345459,2402160
11.147874860007304,11.296086252935053,10.903526657083496,10.93957805633545,3592352
10.971624567470526,11.348161010797346,10.895516730776897,11.0597505569458,5598980
10.94759067736947,11.480349360366644,10.939579084776424,11.175915718078613,5300977
10.911539970710901,11.119836807250977,10.651169307049594,11.119836807250977,6141556
10.895517173856344,11.46833230860228,10.731283341008673,11.340149879455566,5008909
11.336145738840708,11.768761882414157,11.336145738840708,11.736716270446777,6142705
11.680635387635595,12.449730756386513,11.60853257743589,12.333565711975098,6574246
12.429702429598592,12.601947096434705,12.165325970514477,12.441719055175781,3608774
12.369614828342131,13.094647109484733,12.36560979629366,13.070613861083984,10494524
13.174761322620816,13.627406340650532,12.74214528469671,12.814248085021973,8937798
13.078626244617922,13.61138416648922,12.930414072921915,13.603372573852539,8549961
13.419112026065854,13.595362499591912,13.05859795742707,13.106667518615723,5948266
13.298939446260928,13.403087092488073,12.633992550350634,12.846294403076172,6888881
12.77819655139242,12.85831017889568,12.45774051332446,12.69808292388916,5259844
12.754163282478276,12.818254493825203,12.421689837105786,12.5618896484375,2572953
12.28149103864675,12.38163366013867,12.061177576975556,12.225411415100098,4066673
12.417685083741556,12.706095559023694,12.301519275902354,12.629987716674805,3050474
12.581918505743927,12.87032973550932,12.497799073080719,12.842289924621582,3190672
12.954449361456646,13.19479103781038,12.846295148680932,12.886351585388184,2897010
12.902373582878617,13.142716765149881,12.882345366369755,13.050585746765137,1051717
12.986494869593061,13.022546275696001,12.690073555462385,12.862318992614746,2697922
12.658028118221784,12.886352419933536,12.605953524685814,12.858312606811523,1932914
13.054591178894041,13.202801819267405,12.978483342606102,13.054591178894043,1843918
13.026551029676973,13.210813067288882,12.794220202585551,12.89035701751709,2297729
12.762176056397987,13.194791391026568,12.68606744936723,12.922403335571289,2934158
12.986496020279047,13.078628588081907,12.886353386459295,12.998514175415039,2860213
13.218823903532018,13.979908315260364,13.13870951365721,13.795644760131836,7280784
13.69149917042604,14.440565542456493,13.567321771147252,14.408520698547363,4769140
14.43255450578943,14.500652284810828,13.983915977382344,14.136133193969727,4170833
14.252299021975045,14.676902770996094,14.180196210244077,14.676902770996094,3056312
14.568747777061711,14.781051168314216,14.432553754166843,14.716959953308105,2572391
14.829118847191166,14.857158657590405,14.356445574668182,14.460593223571777,4125761
14.436560509988523,14.504656758329872,14.280338266800605,14.408520698547363,2507735
14.400513313771118,14.456592953041405,14.2683242828721,14.364461898803711,6415404
14.536702939749198,14.588776001425858,14.236275082770362,14.320394515991211,1943683
14.204229394615139,14.612811483130528,14.19621780134364,14.392498016357422,2516181
14.30036486627652,14.648860717630631,14.272325058009807,14.38448429107666,2255743
14.50866329229649,14.512668324757131,14.035990003074824,14.092069625854492,2669425
14.164171331745063,14.236274134863505,13.931839737684529,14.015960693359375,1862389
14.023969227744404,14.164169786537627,13.647433596579269,14.100078582763672,1374775
13.85973732096969,13.943858278989795,13.587349285607068,13.623400688171387,2418779
13.647436721850136,13.663459908476652,13.375048661420095,13.515249252319336,2255990
13.258881178447218,13.443144745305197,13.074619139644227,13.126693725585938,3097236
13.186776829426247,13.206806571862337,12.65802478790283,12.658024787902832,3452634
12.710100867791844,12.994505535610232,12.702089275001246,12.958454132080078,1746277
13.034564153822078,13.250872585860415,12.906381718848653,13.110671997070312,1615965
12.982487903683774,13.423114776611328,12.982487903683774,13.423114776611328,1836992
13.607380072659359,13.659453136306528,13.443146232418318,13.555305480957031,1447929
13.623402420498271,13.727551609174187,13.49521997909348,13.627408981323242,1204614
13.635419153216821,13.83570438803591,13.603372782179331,13.739566802978516,1400886
13.675475806700076,14.276331520724193,13.667464213813144,14.144144058227539,2604702
14.192211172366164,14.260307415431537,13.803657346707274,13.935846328735352,1269166
13.88777906450664,13.895790658198031,13.21882703585562,13.258883476257324,3767216
13.338997632431257,13.49121485357369,13.09464937766597,13.154735565185547,3127061
13.058598984749468,13.487209340041533,13.058598984749468,13.262890815734863,1952096
13.326980602558676,13.379055194961614,12.818255888612736,12.882347106933594,2627645
12.966464935636822,13.242859521896296,12.958453343333867,13.126693725585938,2114626
13.066609122607224,13.931841330920927,13.030557716925188,13.899796485900879,5119879
13.931840212626017,14.44457144428691,13.743573134114213,14.4325532913208,3032022
14.380478858947756,14.444570065781997,14.132124095417026,14.380478858947754,2103290
14.420536174808413,14.452582544218831,13.963886107094947,14.015960693359375,2426765
14.092069944098476,14.416532590721975,13.955875916534247,13.987920761108398,4034433
13.975903993100994,14.336418041234221,13.827693341337394,14.08806324005127,2470497
13.91181090340665,14.865168958285361,13.91181090340665,14.564741134643555,3849612
14.616816304867408,14.805083376156851,14.380479679667687,14.480622291564941,2353222
14.420537219932969,14.60479927323222,14.296359821550375,14.428548812866211,2026502
14.376471648825031,14.652866207342582,14.300363821668444,14.532693862915039,2041822
14.5887768393401,15.025398744349161,14.376474963859016,14.961307525634766,4052385
15.02940560912509,15.177616268890382,14.76102257479069,14.853155136108398,2700672
14.961307807367255,15.021393994567612,14.600795268330762,14.7129545211792,2041517
14.668890328243842,14.749004728645135,14.528691273582899,14.65687370300293,1810696
14.568748296127756,14.612811294524695,14.30437183380127,14.30437183380127,2018369
14.292354377295911,14.584770634685682,14.172183542870057,14.552725791931152,2278313
